/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263B-9H-3,145	126.450	149.680	41.013694	2.1400	0.4900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,149	126.490	149.720	41.018480	2.0900	0.3200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,1.75	126.520	149.750	41.022069	2.1500	0.5300	Boscolo Galazzo et al. 2014
208-1263B-9H-4,3	126.530	149.760	41.023264	2.2500	0.8300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,7	126.570	149.800	41.028050	2.2100	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,11	126.610	149.840	41.032836	2.2200	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,15	126.650	149.880	41.037621	2.1900	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,20	126.700	149.930	41.043601	2.2800	0.7200	Bohaty et al. 2009
208-1263B-9H-4,23	126.730	149.960	41.047193	2.3000	0.6400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,27	126.770	150.000	41.051977	2.3200	0.7100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,31	126.810	150.040	41.056761	2.2700	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,35	126.850	150.080	41.061547	2.3300	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,40	126.900	150.130	41.067528	2.2500	0.7100	Bohaty et al. 2009
208-1263B-9H-4,41.75	126.920	150.150	41.069920	2.2700	0.6400	Boscolo Galazzo et al. 2014
208-1263B-9H-4,43	126.930	150.160	41.071117	2.3200	0.8400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,47	126.970	150.200	41.075903	2.2400	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,51	127.010	150.240	41.080689	2.2900	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,55	127.050	150.280	41.085473	2.2600	0.6500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-1,102	126.820	150.315	41.089660	2.3300	0.6500	Bohaty et al. 2009
208-1263B-9H-4,60	127.100	150.330	41.091455	2.2700	0.7400	Bohaty et al. 2009
208-1263B-9H-4,63	127.130	150.360	41.095043	2.2800	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,67	127.170	150.400	41.099827	2.1200	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,71	127.210	150.440	41.104614	2.1700	0.4900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,75	127.250	150.480	41.109399	2.1700	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,80	127.300	150.530	41.115381	2.2100	0.6500	Bohaty et al. 2009
208-1263B-9H-4,81.75	127.320	150.550	41.117773	2.2200	0.5700	Boscolo Galazzo et al. 2014
208-1263B-9H-4,83	127.330	150.560	41.118970	2.0900	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,87	127.370	150.600	41.123756	2.1600	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,91	127.410	150.640	41.128540	2.1300	0.5700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,95	127.450	150.680	41.133324	2.1200	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,100	127.500	150.730	41.138171	2.2400	0.6400	Bohaty et al. 2009
208-1263B-9H-4,103	127.530	150.760	41.140813	2.1400	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,107	127.570	150.800	41.144337	2.1300	0.6900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,111	127.610	150.840	41.147861	2.1600	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,115	127.650	150.880	41.151384	2.0100	0.2700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-1,139	127.190	150.920	41.154907	2.1400	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,120	127.700	150.940	41.156669	2.2000	0.8000	Bohaty et al. 2009
208-1263A-15H-1,143	127.230	150.960	41.158432	2.1800	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-1,147	127.270	151.000	41.161954	2.2100	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,1	127.310	151.040	41.165477	2.1400	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,5	127.350	151.080	41.169001	2.1600	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,9	127.390	151.120	41.172525	2.1500	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,13	127.430	151.160	41.176048	2.2000	0.8200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-4,140	127.900	151.179	41.177722	2.1400	0.7700	Bohaty et al. 2009
208-1263A-15H-2,17	127.470	151.200	41.179572	2.1700	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,21	127.510	151.240	41.183096	2.1000	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,25	127.550	151.280	41.186619	2.1000	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,29	127.590	151.320	41.190143	2.1500	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,33	127.630	151.360	41.193665	2.0500	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,37	127.670	151.400	41.197188	2.0400	0.3000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,41	127.710	151.440	41.200712	2.0600	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,45	127.750	151.480	41.204236	2.1900	0.5400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,49	127.790	151.520	41.207759	2.1200	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,20	128.200	151.526	41.208288	2.1600	0.6400	Bohaty et al. 2009
208-1263A-15H-2,53	127.830	151.560	41.211283	2.0800	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,57	127.870	151.600	41.214807	2.1500	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,61	127.910	151.640	41.218330	2.2000	0.5400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,65	127.950	151.680	41.221852	2.0800	0.3800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,40	128.400	151.707	41.224231	2.1900	0.6200	Bohaty et al. 2009
208-1263A-15H-2,69	127.990	151.720	41.225376	2.1100	0.3500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,73	128.030	151.760	41.228899	2.1500	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,77	128.070	151.800	41.232423	2.1900	0.5900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,81	128.110	151.840	41.235947	2.1700	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,85	128.150	151.880	41.239470	2.1800	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,60	128.600	151.900	41.241231	2.1700	0.7400	Bohaty et al. 2009
208-1263A-15H-2,89	128.190	151.920	41.242994	2.1400	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,93	128.230	151.960	41.246518	2.1600	0.6500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,97	128.270	152.000	41.250041	2.0900	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,101	128.310	152.040	41.253563	2.0900	0.5400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,102	128.320	152.050	41.254445	2.1100	0.4900	Bohaty et al. 2009
208-1263A-15H-2,105	128.350	152.080	41.257087	2.1400	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,80	128.800	152.100	41.258850	2.1800	0.7200	Bohaty et al. 2009
208-1263A-15H-2,109	128.390	152.120	41.260611	2.0400	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,113	128.430	152.160	41.264134	2.0500	0.5700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,117	128.470	152.200	41.267658	2.0600	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,121	128.510	152.240	41.271182	2.1100	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,125	128.550	152.280	41.274705	2.0200	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,100	129.000	152.294	41.275939	2.0400	0.5300	Bohaty et al. 2009
208-1263A-15H-2,129	128.590	152.320	41.278229	2.0500	0.4500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,133	128.630	152.360	41.281752	2.1100	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,137	128.670	152.400	41.285274	2.0000	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,141	128.710	152.440	41.288798	2.1200	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-2,145	128.750	152.480	41.292322	2.0500	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,120	129.200	152.485	41.292762	2.1800	0.5400	Bohaty et al. 2009
208-1263A-15H-2,149	128.790	152.520	41.295845	2.0800	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,3	128.830	152.560	41.299369	2.0600	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,7	128.870	152.600	41.302893	2.0900	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,11	128.910	152.640	41.306416	2.0900	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-5,140	129.400	152.677	41.309675	2.1400	0.6600	Bohaty et al. 2009
208-1263A-15H-3,15	128.950	152.680	41.309938	2.1000	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,19	128.990	152.720	41.313463	2.0400	0.4200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,23	129.030	152.760	41.316985	2.0800	0.5900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,27	129.070	152.800	41.320510	2.0000	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,31	129.110	152.840	41.324033	2.0400	0.4400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,35	129.150	152.880	41.327556	2.0800	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,39	129.190	152.920	41.331080	2.0100	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,43	129.230	152.960	41.334604	2.0100	0.5400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,20	129.700	152.964	41.334956	2.0600	0.6000	Bohaty et al. 2009
208-1263A-15H-3,47	129.270	153.000	41.338127	2.0600	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,51	129.310	153.040	41.341649	1.9800	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,55	129.350	153.080	41.345174	2.0800	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,59	129.390	153.120	41.348697	2.0400	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,40	129.900	153.151	41.351428	2.0300	0.6400	Bohaty et al. 2009
208-1263A-15H-3,63	129.430	153.160	41.352221	2.0000	0.5700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,67	129.470	153.200	41.355744	2.0100	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,71	129.510	153.240	41.359268	2.0900	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,75	129.550	153.280	41.362791	2.0900	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,79	129.590	153.320	41.366315	1.9500	0.5900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,60	130.100	153.335	41.367636	2.0500	0.6900	Bohaty et al. 2009
208-1263A-15H-3,83	129.630	153.360	41.369838	2.0500	0.7600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,87	129.670	153.400	41.373360	2.0400	0.8000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,91	129.710	153.440	41.376885	1.9900	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,95	129.750	153.480	41.380408	2.0200	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,80	130.300	153.520	41.383932	1.9900	0.7000	Bohaty et al. 2009
208-1263A-15H-3,99	129.790	153.520	41.383932	1.8300	0.4400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,102	129.820	153.550	41.386574	2.0200	0.5100	Bohaty et al. 2009
208-1263A-15H-3,103	129.830	153.560	41.387455	2.0100	0.7700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,107	129.870	153.600	41.390979	1.9500	0.5700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,111	129.910	153.640	41.394502	1.9500	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,115	129.950	153.680	41.398024	2.0500	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,100	130.500	153.699	41.399700	2.0500	0.6400	Bohaty et al. 2009
208-1263A-15H-3,119	129.990	153.720	41.401549	1.9100	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,123	130.030	153.760	41.405071	1.9400	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,127	130.070	153.800	41.408596	1.9600	0.6900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,131	130.110	153.840	41.412119	1.8900	0.4700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,120	130.700	153.879	41.416166	2.0300	0.4900	Bohaty et al. 2009
208-1263A-15H-3,135	130.150	153.880	41.416276	1.9000	0.4200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,139	130.190	153.920	41.420643	1.9900	0.5900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,143	130.230	153.960	41.425011	1.9400	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-3,147	130.270	154.000	41.429378	2.0300	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,1	130.310	154.040	41.433744	2.0300	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,3	130.330	154.060	41.435929	2.0400	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-6,140	130.900	154.074	41.437458	2.0700	0.6800	Bohaty et al. 2009
208-1263A-15H-4,5	130.350	154.080	41.438112	2.0000	0.3500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,7	130.370	154.100	41.440297	2.0600	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,9	130.390	154.120	41.442480	2.0200	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,11	130.410	154.140	41.444663	1.9600	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,13	130.430	154.160	41.446847	1.9900	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,15	130.450	154.180	41.449030	1.9300	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,17	130.470	154.200	41.451214	1.9200	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,19	130.490	154.220	41.453398	1.9000	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,21	130.510	154.240	41.455583	1.9400	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,23	130.530	154.260	41.457764	1.9400	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,25	130.550	154.280	41.459949	2.0500	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,27	130.570	154.300	41.462133	2.0700	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,29	130.590	154.320	41.464317	2.0400	0.7400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,31	130.610	154.340	41.466500	2.0500	0.7700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,33	130.630	154.360	41.468684	2.0000	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,37	130.670	154.400	41.473050	2.0800	0.8900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,41	130.710	154.440	41.477418	2.0000	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,45	130.750	154.480	41.481786	2.0000	0.7600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,49	130.790	154.520	41.486153	1.9600	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,53	130.830	154.560	41.490520	1.9100	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-7,40	131.400	154.600	41.494889	1.9700	0.5000	Bohaty et al. 2009
208-1263A-15H-4,57	130.870	154.600	41.494889	1.9500	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,61	130.910	154.640	41.499255	1.9500	0.7000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,65	130.950	154.680	41.503621	1.8800	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,69	130.990	154.720	41.507990	1.8000	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,73	131.030	154.760	41.512356	1.8500	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-7,60	131.600	154.800	41.516724	1.7300	0.4700	Bohaty et al. 2009
208-1263A-15H-4,77	131.070	154.800	41.516724	1.7400	0.4300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,81	131.110	154.840	41.520967	1.7300	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,85	131.150	154.880	41.524836	1.7500	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,89	131.190	154.920	41.528704	1.6700	0.2500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,93	131.230	154.960	41.532574	1.8900	0.2800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,97	131.270	155.000	41.536441	1.8600	0.2800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,101	131.310	155.040	41.540309	1.9300	0.3500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,102	131.320	155.050	41.541277	2.0100	0.3100	Bohaty et al. 2009
208-1263A-15H-4,105	131.350	155.080	41.544178	1.9500	0.3600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,109	131.390	155.120	41.548047	1.9700	0.2900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,113	131.430	155.160	41.551915	1.9300	0.3300	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,117	131.470	155.200	41.555784	1.9300	0.2700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,121	131.510	155.240	41.559654	1.9700	0.2700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,125	131.550	155.280	41.563521	1.9600	0.2500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,129	131.590	155.320	41.567391	2.0300	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,133	131.630	155.360	41.571258	2.0000	0.4500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,137	131.670	155.400	41.575126	2.0600	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,141	131.710	155.440	41.578995	2.0000	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,145	131.750	155.480	41.582864	1.9800	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-4,149	131.790	155.520	41.586732	1.9800	0.4500	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,3	131.830	155.560	41.590601	1.9400	0.3700	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,7	131.870	155.600	41.594470	1.9700	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,11	131.910	155.640	41.598338	1.9900	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,15	131.950	155.680	41.602206	1.9300	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,19	131.990	155.720	41.606075	1.9800	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,23	132.030	155.760	41.609943	1.9400	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,27	132.070	155.800	41.613812	1.8900	0.2400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,30	132.100	155.830	41.616714	1.8100	0.2400	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,35	132.150	155.880	41.621549	1.8500	0.2800	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,39	132.190	155.920	41.626168	1.8900	0.2000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,43	132.230	155.961	41.631363	1.9600	0.3000	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,46	131.960	156.000	41.636305	2.0800	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-15H-5,47	132.270	156.004	41.636811	2.0000	0.3500	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,50	132.000	156.040	41.641372	2.0300	0.3700	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,54	132.040	156.080	41.646442	2.0100	0.4500	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,58	132.080	156.120	41.651510	2.0200	0.3300	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,62	132.120	156.160	41.656578	2.0000	0.3700	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,66	132.160	156.200	41.661647	2.0100	0.3100	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,70	132.200	156.240	41.666716	2.0100	0.2800	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,74	132.240	156.280	41.671784	1.9500	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,78	132.280	156.320	41.676853	2.0000	0.3600	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,82	132.320	156.360	41.681921	1.9700	0.4300	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,86	132.360	156.400	41.686988	1.9600	0.2500	MARUM Rivero-Cuesta et al. 2019
208-1263B-10H-1,90	132.400	156.440	41.692057	1.9400	0.3300	Westerhold et al. 2015
208-1263B-10H-1,94	132.440	156.480	41.697126	1.9800	0.4300	Westerhold et al. 2015
208-1263B-10H-1,98	132.480	156.520	41.702194	2.0500	0.4000	Westerhold et al. 2015
208-1263B-10H-1,102	132.520	156.560	41.707263	1.9600	0.3300	Westerhold et al. 2015
208-1263B-10H-1,106	132.560	156.600	41.712332	2.1000	0.3900	Westerhold et al. 2015
208-1263A-15H-5,102	132.820	156.612	41.713852	1.9800	0.3100	Bohaty et al. 2009
208-1263B-10H-1,110	132.600	156.640	41.717400	2.0300	0.3500	Westerhold et al. 2015
208-1263B-10H-1,114	132.640	156.680	41.722467	2.0400	0.4800	Westerhold et al. 2015
208-1263B-10H-1,118	132.680	156.720	41.727536	2.0800	0.3900	Westerhold et al. 2015
208-1263B-10H-1,122	132.720	156.760	41.732604	2.1000	0.4500	Westerhold et al. 2015
208-1263B-10H-1,126	132.760	156.800	41.737673	2.0600	0.4000	Westerhold et al. 2015
208-1263B-10H-1,130	132.800	156.840	41.742742	2.0800	0.3800	Westerhold et al. 2015
208-1263B-10H-1,134	132.840	156.880	41.747810	2.0200	0.4100	Westerhold et al. 2015
208-1263B-10H-1,138	132.880	156.920	41.752879	2.0600	0.4000	Westerhold et al. 2015
208-1263B-10H-1,142	132.920	156.960	41.757948	2.0300	0.3800	Westerhold et al. 2015
208-1263B-10H-1,146	132.960	157.000	41.763015	2.0400	0.4400	Westerhold et al. 2015
208-1263B-10H-1,149	132.990	157.030	41.766817	2.0100	0.3700	Westerhold et al. 2015
208-1263B-10H-2,4	133.040	157.080	41.773152	2.0200	0.3900	Westerhold et al. 2015
208-1263B-10H-2,8	133.080	157.120	41.778221	2.0000	0.3400	Westerhold et al. 2015
